Company,TypeName,Inches,touchscreen,ipspanel,retinadisplay,resolution_width,resolution_height,cpu_brand,cpu_name,cpu_speed,Ram,Memory,hdd,ssd,flashstorage,hybrid,gpu_brand,gpu_name,OpSys,Weight_kg,Price,Price_VND
4,3,17.3,0,1,0,1920,1080,1, radeon 530,1.6,8,128GB SSD +  1TB HDD,1024,128,0,0,0, radeon 530,3,2.8,52161,15178851
10,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2.7,4,128GB SSD,0,128,0,0,2, hd graphics 620,3,2.05,33566,9767706
4,3,15.6,0,0,0,1366,768,1, hd graphics 620,2.5,8,1TB HDD,1024,0,0,0,2, hd graphics 620,3,2.14,28769,8371779
7,4,13.3,1,1,0,3200,1800,1, hd graphics 515,1.2,16,512GB SSD,0,512,0,0,2, hd graphics 515,3,1.16,104695,30466245
7,3,15.6,0,0,0,1366,768,1, hd graphics 620,2.5,4,1TB HDD,1024,0,0,0,2, hd graphics 620,3,1.86,26037,7576767
10,0,13.9,1,1,0,1920,1080,1, uhd graphics 620,1.6,8,256GB SSD,0,256,0,0,2, uhd graphics 620,3,1.4,85195,24791745
16,3,15.6,0,0,0,1366,768,1, hd graphics 620,2.5,8,128GB SSD,0,128,0,0,2, hd graphics 620,3,2,42251,12295041
10,4,14,0,1,0,1920,1080,1, radeon rx 550,1.8,8,256GB SSD,0,256,0,0,0, radeon rx 550,3,1.75,64755,18843705
10,3,17.3,0,1,0,1920,1080,1, quadro m620m,2.8,8,256GB SSD,0,256,0,0,3, quadro m620m,3,3.4,159787,46498017
7,3,14,0,0,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.95,52214,15194274
4,0,15.6,1,1,0,1920,1080,1, uhd graphics 620,1.8,8,1TB HDD,1024,0,0,0,2, uhd graphics 620,3,2.08,43636,12698076
2,3,15.6,0,0,0,1920,1080,1, geforce gtx 1050,2.5,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1050,3,2.5,44702,13008282
7,3,15.6,0,0,0,1920,1080,1, geforce 930mx ,1.6,8,256GB SSD,0,256,0,0,3, geforce 930mx ,3,2.1,46833,13628403
10,3,14,0,0,0,1366,768,1, hd graphics 500,1.1,4,500GB HDD,500,0,0,0,2, hd graphics 500,3,2.1,15931,4635921
18,3,15.6,0,1,0,1920,1080,1, geforce mx150,1.6,8,256GB SSD,0,256,0,0,3, geforce mx150,3,1.95,63883,18589953
0,3,11.6,0,0,0,1366,768,1, hd graphics 405,1.6,4,128GB Flash Storage,0,0,128,0,2, hd graphics 405,3,1.4,25841,7519731
2,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2,4,1TB HDD,1024,0,0,0,2, hd graphics 620,0,2,20726,6031266
4,4,13.3,1,1,0,3840,2160,1, uhd graphics 620,1.6,8,128GB SSD,0,128,0,0,2, uhd graphics 620,3,1.21,85195,24791745
10,2,11.6,0,0,0,1366,768,1, hd graphics 400,1.6,4,16GB SSD,0,16,0,0,2, hd graphics 400,2,1.25,14119,4108629
10,0,15.6,1,1,0,3840,2160,1, geforce gtx 1050,2.8,16,512GB SSD,0,512,0,0,3, geforce gtx 1050,3,2,101179,29443089
4,3,17.3,1,0,0,1920,1080,1, geforce 150mx,1.8,16,512GB SSD,0,512,0,0,3, geforce 150mx,3,2.77,82531,24016521
7,3,14,0,0,0,1920,1080,1, hd graphics 620,2.7,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.48,68838,20031858
4,3,15.6,0,0,0,1366,768,1, hd graphics 620,2.6,4,500GB HDD,500,0,0,0,2, hd graphics 620,3,1.93,51096,14868936
4,3,15.6,1,0,0,3840,2160,1, geforce gtx 1050,2.8,16,512GB SSD,0,512,0,0,3, geforce gtx 1050,3,2.06,127712,37164192
10,3,13.3,0,0,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.44,50563,14713833
10,3,17.3,0,0,0,1600,900,1, geforce gtx 940mx,2.5,6,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 940mx,3,2.8,38308,11147628
3,3,12.3,0,1,1,2736,1824,1, hd graphics 500,1.1,6,64GB Flash Storage,0,0,64,0,2, hd graphics 500,3,1.4,23923,6961593
10,3,17.3,0,0,0,1600,900,1, geforce 920mx,2.5,4,1TB HDD,1024,0,0,0,3, geforce 920mx,3,2.79,31382,9132162
10,3,15.6,0,0,0,1920,1080,1, hd graphics 505,1.1,4,500GB HDD,500,0,0,0,2, hd graphics 505,3,2.2,18328,5333448
10,3,14,0,0,0,1366,768,1, hd graphics 620,2.5,4,500GB HDD,500,0,0,0,2, hd graphics 620,3,2.02,52747,15349377
7,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2.5,8,1TB HDD,1024,0,0,0,2, hd graphics 620,3,1.86,34046,9907386
7,5,17.3,0,0,0,1600,900,1, quadro m1200,2.8,8,500GB HDD,500,0,0,0,3, quadro m1200,3,3.14,99154,28853814
10,3,15.6,0,0,0,1366,768,1, geforce 920mx ,2,8,256GB SSD,0,256,0,0,3, geforce 920mx ,3,2.2,26587,7736817
7,3,15.6,0,0,0,1920,1080,1, hd graphics 630,2.9,8,256GB SSD,0,256,0,0,2, hd graphics 630,3,2.31,76031,22125021
2,1,17.3,0,0,0,1920,1080,1, geforce gtx 1050,2.5,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1050,3,3,49977,14543307
7,3,14,0,0,0,1366,768,1, hd graphics 405,1.6,8,2TB HDD,2048,0,0,0,2, hd graphics 405,3,1.94,20726,6031266
10,3,17.3,0,0,0,1600,900,1, geforce gtx 940mx,2.5,8,1TB HDD,1024,0,0,0,3, geforce gtx 940mx,3,2.8,31382,9132162
2,3,35.6,0,0,0,1920,1080,1, geforce 940mx,2.4,8,1TB HDD,1024,0,0,0,3, geforce 940mx,0,2.3,31808,9256128
7,3,15.6,0,0,0,1366,768,1, hd graphics 405,1.6,8,2TB HDD,2048,0,0,0,2, hd graphics 405,3,2.04,20726,6031266
2,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2.7,8,256GB SSD +  1TB HDD,1024,256,0,0,2, hd graphics 620,3,2,65215,18977565
7,4,13.3,0,1,0,1920,1080,1, hd graphics 620,2.7,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.32,74539,21690849
7,3,15.6,0,1,0,1920,1080,0, radeon 530,3,6,256GB SSD,0,256,0,0,0, radeon 530,3,1.95,34579,10062489
10,3,15.6,0,0,0,1920,1080,1, geforce 920mx,2.5,4,1TB HDD,1024,0,0,0,3, geforce 920mx,3,2.2,26587,7736817
4,1,27.3,0,1,0,2560,1440,1, geforce gtx 1070,2.9,16,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 1070,3,4.42,149131,43397121
2,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2.5,4,256GB SSD,0,256,0,0,2, hd graphics 620,0,2,29784,8667144
7,3,14,0,0,0,1920,1080,1, geforce 930mx,1.8,8,256GB SSD,0,256,0,0,3, geforce 930mx,3,1.63,54932,15985212
10,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,2.3,44222,12868602
4,3,14,0,0,0,1920,1080,1, hd graphics 620,2.6,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.64,68184,19841544
10,3,14,0,0,0,1366,768,1, hd graphics 500,1.1,4,32GB Flash Storage,0,0,32,0,2, hd graphics 500,3,1.44,15558,4527378
0,3,15.6,0,1,0,1920,1080,1, geforce mx150,1.6,4,1TB HDD,1024,0,0,0,3, geforce mx150,3,2.2,32661,9504351
4,1,15.6,0,1,0,1920,1080,1, geforce gtx 1050 ti,2.8,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1050 ti,3,2.62,61752,17969832
10,3,15.6,0,0,0,1366,768,1, hd graphics 520,2.3,8,1TB HDD,1024,0,0,0,2, hd graphics 520,3,2.29,24456,7116696
4,3,17.3,0,0,0,1920,1080,1, radeon 530,1.6,8,128GB SSD +  1TB HDD,1024,128,0,0,0, radeon 530,3,2.8,57809,16822419
10,3,15.6,0,0,0,1920,1080,1, hd graphics 620,1.6,4,500GB HDD,500,0,0,0,2, hd graphics 620,3,2.05,36497,10620627
7,3,15.6,0,0,0,1366,768,1, hd graphics 520,2,4,128GB SSD,0,128,0,0,2, hd graphics 520,3,1.63,36710,10682610
4,4,14,0,0,0,1920,1080,1, uhd graphics 620,1.6,8,256GB SSD,0,256,0,0,2, uhd graphics 620,3,1.6,61219,17814729
3,3,15.6,0,0,0,1920,1080,1, hd graphics,1.4,4,64GB Flash Storage,0,0,64,0,2, hd graphics,3,1.89,13261,3858951
12,3,14,0,0,0,1920,1080,1, hd graphics,1.4,4,32GB SSD,0,32,0,0,2, hd graphics,3,1.4,13267,3860697
10,1,15.6,0,1,0,1920,1080,1, geforce gtx 1050,2.5,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1050,3,2.4,43104,12543264
16,4,14,1,0,0,1920,1080,1, hd graphics 620,2.7,16,512GB SSD,0,512,0,0,2, hd graphics 620,3,1.24,99367,28915797
4,0,13.3,1,0,0,1920,1080,1, uhd graphics 620,1.8,16,512GB SSD,0,512,0,0,2, uhd graphics 620,3,1.62,68145,19830195
10,3,17.3,0,0,0,1600,900,0, radeon r4,2.5,8,1TB HDD,1024,0,0,0,0, radeon r4,3,2.8,27652,8046732
4,3,15.6,0,0,0,1920,1080,1, radeon 530,1.8,8,256GB SSD +  2TB HDD,2048,256,0,0,0, radeon 530,3,2.02,60867,17712297
10,3,15.6,0,0,0,1366,768,1, hd graphics 505,1.1,4,1TB HDD,1024,0,0,0,2, hd graphics 505,3,2.2,19180,5581380
7,4,13.3,0,1,0,1920,1080,1, hd graphics 620,2.7,8,512GB SSD,0,512,0,0,2, hd graphics 620,3,1.34,70489,20512299
11,1,17.3,0,0,0,1920,1080,1, geforce gtx 1070,2.8,16,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 1070,3,2.8,119827,34869657
10,0,13.3,1,1,0,1920,1080,1, hd graphics 620,2.7,8,512GB SSD,0,512,0,0,2, hd graphics 620,3,1.37,107892,31396572
10,3,15.6,0,0,0,1366,768,1, hd graphics 520,2,4,128GB SSD,0,128,0,0,2, hd graphics 520,3,2.3,30103,8759973
4,3,15.6,0,0,0,1920,1080,1, radeon r7 m445,2.7,8,256GB SSD,0,256,0,0,0, radeon r7 m445,3,2.33,47899,13938609
4,3,15.6,0,0,0,1920,1080,1, radeon 530,1.6,4,256GB SSD,0,256,0,0,0, radeon 530,3,2.2,39907,11612937
4,4,14,0,0,0,1920,1080,1, hd graphics 620,2.8,8,256GB SSD,0,256,0,0,2, hd graphics 620,0,1.6,58555,17039505
2,4,14,0,0,0,1920,1080,1, hd graphics 620,2.7,8,512GB SSD,0,512,0,0,2, hd graphics 620,3,1.1,99793,29039763
7,3,13.3,0,1,0,1920,1080,1, hd graphics 620,2.5,4,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.32,37243,10837713
2,4,15.6,0,0,0,1920,1080,1, geforce 940mx,2.7,8,256GB SSD,0,256,0,0,3, geforce 940mx,3,1.7,55939,16278249
10,1,15.6,0,1,0,1920,1080,1, geforce gtx 1060,2.8,8,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 1060,3,2.4,61219,17814729
0,1,15.6,0,0,0,1920,1080,1, geforce gtx 1050,2.5,8,1TB HDD,1024,0,0,0,3, geforce gtx 1050,0,2.4,42517,12372447
11,1,17.3,0,0,0,1920,1080,1, geforce gtx 1070,2.9,16,512GB SSD +  1TB HDD,1024,512,0,0,3, geforce gtx 1070,3,4.14,145401,42311691
10,4,12.5,0,1,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.36,76137,22155867
4,4,13.3,1,1,0,1920,1080,1, hd graphics 620,2.5,8,128GB SSD,0,128,0,0,2, hd graphics 620,3,1.29,47899,13938609
4,3,17.3,0,1,0,1920,1080,1, radeon 530,1.6,8,128GB SSD +  1TB HDD,1024,128,0,0,0, radeon 530,0,2.8,47366,13783506
10,3,14,0,1,0,1920,1080,1, uhd graphics 620,1.6,8,256GB SSD,0,256,0,0,2, uhd graphics 620,3,1.75,55891,16264281
7,4,14,0,1,0,1920,1080,1, hd graphics 620,2.7,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.36,93240,27132840
10,3,14,0,1,0,1920,1080,1, hd graphics 630,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 630,3,1.7,78535,22853685
10,3,15.6,0,0,0,1920,1080,1, hd graphics 505,1.1,4,128GB SSD,0,128,0,0,2, hd graphics 505,3,2.2,18595,5411145
10,3,15.6,0,0,0,1920,1080,1, hd graphics 520,2,4,256GB SSD,0,256,0,0,2, hd graphics 520,3,2.2,23656,6883896
4,3,15.6,0,0,0,1920,1080,1, radeon r5 m430,2.7,8,256GB SSD,0,256,0,0,0, radeon r5 m430,0,2.2,39907,11612937
7,0,13.3,1,0,0,1920,1080,1, hd graphics 620,2.8,16,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.28,105228,30621348
10,3,24,0,0,0,1920,1080,1, hd graphics 520,2.3,8,256GB SSD,0,256,0,0,2, hd graphics 520,3,2.02,71395,20775945
0,3,17.3,0,1,0,1920,1080,1, geforce mx130,2.7,4,1TB HDD,1024,0,0,0,3, geforce mx130,3,3,34898,10155318
0,3,15.6,0,0,0,1920,1080,1, geforce 940mx,2.7,4,500GB HDD,500,0,0,0,3, geforce 940mx,3,2.2,34046,9907386
7,4,12.5,0,0,0,1920,1080,1, hd graphics 620,2.7,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.26,71129,20698539
16,4,13.3,0,0,0,1920,1080,1, hd graphics 520,2.5,16,512GB SSD,0,512,0,0,2, hd graphics 520,3,1.2,93080,27086280
2,0,15.6,1,0,0,1920,1080,1, geforce gt 940mx,2.7,12,512GB SSD +  2TB HDD,2048,512,0,0,3, geforce gt 940mx,3,2.26,58555,17039505
4,0,12.5,1,0,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.34,88978,25892598
12,3,14,0,1,0,1920,1080,1, hd graphics 500,1.1,4,32GB SSD,0,32,0,0,2, hd graphics 500,3,1.45,20726,6031266
2,3,15.6,0,0,0,1366,768,0, radeon r2 graphics,1.8,4,500GB HDD,500,0,0,0,0, radeon r2 graphics,3,2,18595,5411145
4,3,15.6,1,0,0,3840,2160,1, geforce gtx 1050,2.8,32,1TB SSD,0,1024,0,0,3, geforce gtx 1050,3,2.06,140606,40916346
4,3,15.6,0,0,0,1366,768,1, hd graphics 620,2.6,8,500GB HDD,500,0,0,0,2, hd graphics 620,3,1.9,53734,15636594
4,5,15.6,0,1,0,1920,1080,1, quadro m620,2.7,16,512GB SSD,0,512,0,0,3, quadro m620,3,2.17,124569,36249579
4,5,15.6,1,0,0,1920,1080,1, quadro m620,2.8,8,256GB SSD,0,256,0,0,3, quadro m620,3,2.06,93933,27334503
7,1,17.3,0,0,0,1920,1080,1, geforce gtx 1070,2.8,12,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 1070,3,3.35,106507,30993537
4,3,15.6,0,0,0,1920,1080,1, radeon 520,1.6,8,256GB SSD,0,256,0,0,0, radeon 520,0,2.2,36089,10501899
4,4,14,0,0,0,1920,1080,1, hd graphics,2.8,8,512GB SSD,0,512,0,0,2, hd graphics,3,1.36,89510,26047410
11,1,17.3,0,0,0,1920,1080,1, geforce gtx 1050 ti,2.8,8,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 1050 ti,3,2.7,63883,18589953
7,3,13.3,0,0,0,1920,1080,1, hd graphics 620,2.4,4,128GB SSD,0,128,0,0,2, hd graphics 620,3,1.49,38308,11147628
0,3,15.6,0,0,0,1366,768,0, radeon r5,3,4,128GB SSD,0,128,0,0,0, radeon r5,3,2.1,22697,6604827
10,3,15.6,0,0,0,1920,1080,1, geforce 920mx,2.7,4,1TB HDD,1024,0,0,0,3, geforce 920mx,3,2.2,42571,12388161
16,3,15.6,0,1,0,1920,1080,1, geforce 930m,2.5,8,256GB SSD,0,256,0,0,3, geforce 930m,3,2.2,55571,16171161
7,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2.7,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.84,64948,18899868
4,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2.5,8,1TB HDD,1024,0,0,0,2, hd graphics 620,3,2.18,44542,12961722
12,0,11.6,1,1,0,1920,1080,1, hd graphics 500,1.1,4,32GB SSD,0,32,0,0,2, hd graphics 500,3,1.16,15931,4635921
10,0,14,0,1,0,1920,1080,1, uhd graphics 620,1.6,8,256GB SSD,0,256,0,0,2, uhd graphics 620,3,1.74,47899,13938609
7,1,15.6,0,1,0,1920,1080,1, geforce gtx 1050,2.8,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1050,3,2.2,58555,17039505
4,3,15.6,0,0,0,1920,1080,1, geforce 930mx,2.8,16,256GB SSD,0,256,0,0,3, geforce 930mx,3,1.93,81912,23836392
7,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2.4,4,128GB SSD,0,128,0,0,2, hd graphics 620,3,2.1,37589,10938399
10,3,15.6,0,0,0,1366,768,1, geforce 920mx ,2,8,2TB HDD,2048,0,0,0,3, geforce 920mx ,3,2.2,24456,7116696
10,3,14,0,1,0,1920,1080,1, radeon rx 550,1.6,8,256GB SSD,0,256,0,0,0, radeon rx 550,3,1.75,59462,17303442
4,3,15.6,0,0,0,1920,1080,1, radeon 530,1.8,16,256GB SSD +  2TB HDD,2048,256,0,0,0, radeon 530,3,2.2,64961,18903651
4,3,15.6,0,0,0,1920,1080,1, geforce gtx 1050,2.8,16,512GB SSD,0,512,0,0,3, geforce gtx 1050,3,2.06,101179,29443089
4,3,15.6,0,0,0,1920,1080,1, radeon r5 m430,2.5,4,500GB HDD,500,0,0,0,0, radeon r5 m430,3,2.3,31169,9070179
2,1,17.3,0,1,0,1920,1080,0, radeon rx 580,3,16,256GB SSD +  1TB HDD,1024,256,0,0,0, radeon rx 580,3,3.25,117163,34094433
10,3,15.6,0,0,0,1920,1080,1, geforce 940mx,2.5,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce 940mx,3,2.3,43636,12698076
16,3,15.6,0,1,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,2,50243,14620713
15,2,11.6,0,0,0,1366,768,1, hd graphics 400,1.6,4,16GB Flash Storage,0,0,16,0,2, hd graphics 400,2,1.15,14332,4170612
10,3,14,0,0,0,1920,1080,1, hd graphics 620,2.5,4,500GB HDD,500,0,0,0,2, hd graphics 620,3,1.87,41825,12171075
7,3,15.6,0,1,0,1920,1080,1, hd graphics 620,1.6,4,500GB HDD,500,0,0,0,2, hd graphics 620,3,2.1,38468,11194188
7,3,15.6,0,0,0,1366,768,1, hd graphics 620,2.4,4,500GB HDD,500,0,0,0,2, hd graphics 620,3,2.1,35617,10364547
4,2,11.6,0,0,0,1366,768,1, hd graphics 400,1.6,4,16GB Flash Storage,0,0,16,0,2, hd graphics 400,2,1.26,15718,4573938
10,4,12.5,0,1,0,1920,1080,1, hd graphics 620,2.7,16,512GB SSD,0,512,0,0,2, hd graphics 620,3,1.36,95797,27876927
4,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2.8,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.9,73367,21349797
2,3,14,0,0,0,1920,1080,1, hd graphics 620,2.7,8,256GB SSD +  1TB HDD,1024,256,0,0,2, hd graphics 620,3,2,71076,20683116
10,1,15.6,0,1,0,1920,1080,1, geforce gtx 1050m,2.8,8,256GB SSD,0,256,0,0,3, geforce gtx 1050m,3,2.4,46300,13473300
10,3,13.3,0,1,0,1920,1080,1, hd graphics 620,2.7,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.4,53813,15659583
0,3,14,0,0,0,1920,1080,1, hd graphics 500,1.1,4,32GB Flash Storage,0,0,32,0,2, hd graphics 500,3,1.6,17529,5100939
7,3,15.6,0,0,0,1920,1080,1, hd graphics 520,2,4,1TB HDD,1024,0,0,0,2, hd graphics 520,3,1.86,24988,7271508
10,3,17.3,0,0,0,1600,900,0, radeon r5,2.2,4,128GB SSD,0,128,0,0,0, radeon r5,3,2.6,26054,7581714
11,1,17.3,0,0,0,1920,1080,1, geforce gtx 980m,2.7,16,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 980m,3,4.5,125155,36420105
10,3,15.6,0,0,0,1920,1080,1, hd graphics 520,2,4,1TB HDD,1024,0,0,0,2, hd graphics 520,3,1.85,23923,6961593
18,3,15.6,0,1,0,1920,1080,1, geforce mx150,1.8,16,256GB SSD,0,256,0,0,3, geforce mx150,3,1.95,74589,21705399
2,1,15.6,0,1,0,1920,1080,1, geforce gtx 1050 ti,2.8,8,1TB HDD,1024,0,0,0,3, geforce gtx 1050 ti,3,2.5,62284,18124644
10,3,35.6,0,0,0,1920,1080,1, hd graphics 520,2,4,500GB HDD,500,0,0,0,2, hd graphics 520,3,2.2,21792,6341472
7,1,17.3,0,1,0,1920,1080,1, geforce gtx 1050,2.8,16,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 1050,3,3.78,79813,23225583
11,1,17.3,0,0,0,1920,1080,1, geforce gtx 970m,2.7,16,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 970m,3,4.14,117163,34094433
10,3,15.6,0,0,0,1920,1080,1, hd graphics 520,2.3,4,1TB HDD,1024,0,0,0,2, hd graphics 520,3,2.15,24634,7168494
0,3,15.6,0,0,0,1366,768,1, hd graphics 520,2,4,500GB HDD,500,0,0,0,2, hd graphics 520,3,2.4,23976,6977016
2,4,12.5,0,0,0,1920,1080,1, hd graphics 620,2.7,16,512GB SSD,0,512,0,0,2, hd graphics 620,3,0.91,103896,30233736
10,3,11.6,0,0,0,1366,768,1, hd graphics 500,1.1,2,32GB Flash Storage,0,0,32,0,2, hd graphics 500,3,1.15,16221,4720311
2,2,11.6,0,0,0,1366,768,1, hd graphics 500,1.1,2,32GB Flash Storage,0,0,32,0,2, hd graphics 500,3,1.1,13054,3798714
4,3,15.6,0,0,0,1366,768,1, radeon r5 m420,2,4,1TB HDD,1024,0,0,0,0, radeon r5 m420,0,2.18,24775,7209525
7,3,15.6,0,0,0,1920,1080,1, hd graphics 520,2,4,500GB HDD,500,0,0,0,2, hd graphics 520,3,1.86,21152,6155232
10,3,14,0,0,0,1366,768,1, hd graphics,1.6,4,32GB Flash Storage,0,0,32,0,2, hd graphics,3,1.43,14599,4248309
2,1,15.6,0,0,0,1920,1080,1, geforce gtx 1050,2.8,8,256GB SSD,0,256,0,0,3, geforce gtx 1050,3,2.5,53227,15489057
10,3,15.6,0,1,0,1920,1080,1, geforce 940mx,2.5,8,256GB SSD,0,256,0,0,3, geforce 940mx,3,2.3,53919,15690429
10,3,14,0,1,0,1920,1080,1, hd graphics 620,2.7,4,128GB SSD,0,128,0,0,2, hd graphics 620,3,1.7,31915,9287265
11,1,15.6,0,0,0,3840,2160,1, geforce gtx 1060,2.8,16,256GB SSD +  2TB HDD,2048,256,0,0,3, geforce gtx 1060,3,1.8,122491,35644881
10,3,15.6,1,0,0,1366,768,1, hd graphics 620,1.8,12,1TB HDD,1024,0,0,0,2, hd graphics 620,3,2.2,32448,9442368
0,4,14,0,1,0,1920,1080,1, graphics 620,2.5,8,256GB SSD,0,256,0,0,2, graphics 620,3,1.8,48964,14248524
7,3,15.6,1,0,0,1366,768,1, uhd graphics 620,1.6,4,1TB HDD,1024,0,0,0,2, uhd graphics 620,3,2.04,27784,8085144
7,3,14,0,0,0,1920,1080,1, hd graphics 620,2.6,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.48,67559,19659669
10,3,15.6,0,1,0,1920,1080,1, hd graphics 620,2.7,8,512GB SSD,0,512,0,0,2, hd graphics 620,3,1.99,92121,26807211
16,3,15.6,0,1,0,1920,1080,1, hd graphics 520,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 520,3,2.2,74539,21690849
10,5,15.6,0,1,0,3840,2160,1, geforce 940mx,2.8,16,512GB SSD,0,512,0,0,3, geforce 940mx,3,2.3,130270,37908570
4,3,15.6,0,0,0,1920,1080,1, geforce 930mx,2.8,8,256GB SSD,0,256,0,0,3, geforce 930mx,3,1.93,72940,21225540
10,3,13.3,0,1,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.1,53227,15489057
14,1,14,0,0,0,1920,1080,1, geforce gtx 1060,2.8,16,256GB SSD,0,256,0,0,3, geforce gtx 1060,3,1.95,138475,40296225
16,4,13.3,1,0,0,1920,1080,1, hd graphics 620,2.7,32,512GB SSD,0,512,0,0,2, hd graphics 620,3,1.05,149131,43397121
10,0,13.3,1,1,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.3,55092,16031772
7,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.84,60952,17737032
2,1,17.3,0,1,0,1920,1080,1, geforce gtx 1060,2.5,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1060,3,2.73,94306,27443046
10,3,15.6,0,0,0,1920,1080,1, hd graphics 520,2,4,128GB SSD,0,128,0,0,2, hd graphics 520,3,2.2,26587,7736817
4,3,15.6,0,0,0,1920,1080,1, radeon 530,1.6,4,1TB HDD,1024,0,0,0,0, radeon 530,3,2.2,41345,12031395
16,3,13.3,0,0,0,1920,1080,1, hd graphics 520,2.3,8,256GB SSD,0,256,0,0,2, hd graphics 520,3,1.2,64629,18807039
2,1,15.6,0,0,0,1920,1080,1, geforce gtx1080,2.8,24,512GB SSD,0,512,0,0,3, geforce gtx1080,3,2.24,158135,46017285
2,1,15.6,0,0,0,1920,1080,1, geforce gtx 1050,2.8,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1050,3,1.99,71928,20931048
10,3,35.6,0,0,0,1366,768,0, radeon r2 graphics,2.2,4,128GB SSD,0,128,0,0,0, radeon r2 graphics,3,2.2,18595,5411145
10,4,12.5,0,1,0,1920,1080,1, hd graphics 620,2.7,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.36,84396,24559236
10,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2.5,6,1TB HDD,1024,0,0,0,2, hd graphics 620,3,2.4,30050,8744550
5,3,15.6,0,0,0,1366,768,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,2.2,42571,12388161
2,0,15.6,1,0,0,1366,768,1, hd graphics 520,2.5,8,1TB HDD,1024,0,0,0,2, hd graphics 520,3,2.2,39374,11457834
4,4,13.3,1,1,0,3840,2160,1, uhd graphics 620,1.8,16,1TB SSD,0,1024,0,0,2, uhd graphics 620,3,1.21,133147,38745777
2,1,17.3,0,1,0,1920,1080,1, geforce gtx 1080,2.7,32,512GB SSD,0,512,0,0,3, geforce gtx 1080,3,3.8,149131,43397121
7,0,14,1,1,0,1920,1080,1, geforce 940mx,2.4,4,128GB SSD,0,128,0,0,3, geforce 940mx,3,1.63,37243,10837713
10,3,15.6,0,0,0,1920,1080,1, quadro m2200m,2.9,16,512GB SSD,0,512,0,0,3, quadro m2200m,3,2.5,130483,37970553
10,0,15.6,1,1,0,1920,1080,1, hd graphics 630,2.8,8,256GB SSD,0,256,0,0,2, hd graphics 630,3,2,69211,20140401
