Company,TypeName,Inches,touchscreen,ipspanel,retinadisplay,resolution_width,resolution_height,cpu_brand,cpu_name,cpu_speed,Ram,Memory,hdd,ssd,flashstorage,hybrid,gpu_brand,gpu_name,OpSys,Weight_kg,Price,Price_VND
0,3,14,0,0,0,1366,768,1, hd graphics 520,2,8,1TB HDD,1024,0,0,0,2, hd graphics 520,3,2.1,20726,6031266
10,3,15.6,0,0,0,1366,768,1, hd graphics 520,2.3,4,128GB SSD,0,128,0,0,2, hd graphics 520,3,2.1,26267,7643697
2,1,15.6,0,0,0,1920,1080,1, geforce gtx 1050,2.8,8,1TB HDD,1024,0,0,0,3, geforce gtx 1050,3,2.2,50563,14713833
10,3,15.6,0,0,0,1920,1080,1, hd graphics 520,2,4,1TB HDD,1024,0,0,0,2, hd graphics 520,3,1.85,22106,6432846
10,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2.5,8,2TB HDD,2048,0,0,0,2, hd graphics 620,3,2.2,27652,8046732
13,4,13.5,1,0,0,2256,1504,1, iris plus graphics 640,2.5,16,512GB SSD,0,512,0,0,2, iris plus graphics 640,3,1.25,137942,40141122
10,1,15.6,0,1,0,1920,1080,1, geforce gtx 1050,2.5,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1050,3,2.5,53227,15489057
0,3,15.6,0,1,0,1920,1080,1, geforce mx150,1.8,8,256GB SSD,0,256,0,0,3, geforce mx150,3,3,50669,14744679
0,3,15.6,0,0,0,1920,1080,1, geforce 940mx,2.7,8,1TB HDD,1024,0,0,0,3, geforce 940mx,3,2.23,39534,11504394
7,3,15.6,0,0,0,1366,768,0, radeon r2,1.5,4,500GB HDD,500,0,0,0,0, radeon r2,3,1.86,13746,4000086
4,3,15.6,0,0,0,1920,1080,1, uhd graphics 620,1.8,8,128GB SSD +  1TB HDD,1024,128,0,0,2, uhd graphics 620,3,2.02,45554,13256214
4,0,13.3,1,0,0,1920,1080,1, uhd graphics 620,1.6,8,256GB SSD,0,256,0,0,2, uhd graphics 620,3,1.62,43636,12698076
7,3,15.6,0,0,0,1366,768,1, hd graphics 620,2.5,8,128GB SSD,0,128,0,0,2, hd graphics 620,3,1.91,31382,9132162
0,3,15.6,0,0,0,1920,1080,1, geforce mx130,2.7,4,1TB HDD,1024,0,0,0,3, geforce mx130,3,2.2,28238,8217258
7,3,17.3,0,1,0,1920,1080,1, geforce mx150,1.8,16,1TB HDD,1024,0,0,0,3, geforce mx150,3,2.9,56424,16419384
0,3,15.6,1,1,0,1920,1080,1, hd graphics 620,2.7,12,1TB HDD,1024,0,0,0,2, hd graphics 620,3,2.15,35112,10217592
0,3,15.6,0,0,0,1366,768,0, radeon r5,3,4,256GB SSD,0,256,0,0,0, radeon r5,3,2.1,24029,6992439
10,1,15.6,0,1,0,1920,1080,1, geforce gtx 1060,2.8,16,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 1060,3,3.2,79867,23241297
7,3,17.3,0,1,0,1920,1080,1, radeon 520,2.5,6,2TB HDD,2048,0,0,0,0, radeon 520,3,2.71,37243,10837713
7,3,14,0,0,0,1920,1080,1, uhd graphics 620,1.6,8,1TB HDD,1024,0,0,0,2, uhd graphics 620,3,1.63,43263,12589533
10,3,15.6,0,0,0,1366,768,0, radeon r4 graphics,2.9,4,500GB HDD,500,0,0,0,0, radeon r4 graphics,3,2.2,16464,4791024
4,3,14,0,0,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.6,45768,13318488
11,1,17.3,0,0,0,1920,1080,1, geforce gtx 1070,2.8,16,512GB SSD +  1TB HDD,1024,512,0,0,3, geforce gtx 1070,3,4.14,133147,38745777
10,1,15.6,0,1,0,1920,1080,1, geforce gtx 1060,2.8,16,512GB SSD +  1TB HDD,1024,512,0,0,3, geforce gtx 1060,3,3.2,93187,27117417
2,4,14,0,1,0,1920,1080,1, geforce 940mx,2.7,8,256GB SSD,0,256,0,0,3, geforce 940mx,3,1.3,63563,18496833
10,0,15.6,1,1,0,1920,1080,1, geforce gtx 1050m,2.8,8,512GB SSD,0,512,0,0,3, geforce gtx 1050m,3,2,90523,26342193
7,3,17.3,0,0,0,1920,1080,1, geforce 930mx,1.6,8,256GB SSD,0,256,0,0,3, geforce 930mx,3,2.5,49177,14310507
11,1,15.6,0,0,0,1920,1080,1, geforce gtx 1050 ti,2.8,16,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 1050 ti,3,2.2,69211,20140401
4,3,15.6,0,0,0,1366,768,1, hd graphics 620,2.4,8,1TB HDD,1024,0,0,0,2, hd graphics 620,3,2.3,24456,7116696
10,3,14,0,1,0,1920,1080,1, hd graphics 620,2.7,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.58,78854,22946514
10,3,14,0,1,0,1920,1080,1, radeon r7 m460,2.7,8,512GB SSD,0,512,0,0,0, radeon r7 m460,3,1.5,42571,12388161
4,5,15.6,0,0,0,3840,2160,1, quadro m1200,3,16,256GB SSD +  1TB HDD,1024,256,0,0,3, quadro m1200,3,2.8,162770,47366070
4,3,15.6,0,0,0,1920,1080,1, geforce gtx 1050,2.8,8,256GB SSD,0,256,0,0,3, geforce gtx 1050,3,2,97449,28357659
7,4,15.6,0,0,0,1920,1080,1, hd graphics 620,1.8,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.91,35112,10217592
2,0,11.6,1,0,0,1366,768,1, hd graphics 500,1.1,4,32GB Flash Storage,0,0,32,0,2, hd graphics 500,3,1.5,19980,5814180
2,3,17.3,0,0,0,1920,1080,1, geforce 150mx,1.8,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce 150mx,3,2.1,61006,17752746
2,4,15.6,0,0,0,1920,1080,1, geforce mx150,1.8,16,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce mx150,3,1.5,67239,19566549
10,3,15.6,0,0,0,1920,1080,1, quadro m2200m,2.9,8,256GB SSD,0,256,0,0,3, quadro m2200m,3,2.67,111355,32404305
4,3,15.6,0,0,0,1366,768,1, hd graphics 520,2,4,1TB HDD,1024,0,0,0,2, hd graphics 520,3,2.3,22305,6490755
10,1,15.6,0,0,0,1920,1080,1, geforce gtx 1060,2.8,16,512GB SSD,0,512,0,0,3, geforce gtx 1060,3,2.4,74485,21675135
1,4,13.3,0,0,0,1440,900,1, hd graphics 6000,1.6,8,128GB Flash Storage,0,0,128,0,2, hd graphics 6000,1,1.35,58555,17039505
2,3,17.3,0,0,0,1920,1080,1, geforce gtx 950m,2.7,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 950m,0,2.69,47366,13783506
2,3,14,0,0,0,1366,768,0, radeon r2,1.5,4,64GB SSD,0,64,0,0,0, radeon r2,3,1.65,14811,4310001
2,3,15.6,0,0,0,1366,768,1, hd graphics 500,1.1,4,500GB HDD,500,0,0,0,2, hd graphics 500,3,2,16197,4713327
4,3,17.3,0,0,0,1920,1080,1, radeon 530,1.8,8,128GB SSD +  1TB HDD,1024,128,0,0,0, radeon 530,3,2.8,60846,17706186
4,4,13.3,1,0,0,3200,1800,1, iris plus graphics 640,2.4,8,256GB SSD,0,256,0,0,2, iris plus graphics 640,3,1.23,73473,21380643
4,3,15.6,0,0,0,1920,1080,1, radeon 530,1.6,8,256GB SSD,0,256,0,0,0, radeon 530,3,2.2,42624,12403584
4,1,15.6,0,0,0,1920,1080,1, geforce gtx 1050,2.5,8,256GB SSD,0,256,0,0,3, geforce gtx 1050,3,2.56,46833,13628403
10,3,15.6,0,0,0,1920,1080,1, uhd graphics 620,1.6,8,256GB SSD,0,256,0,0,2, uhd graphics 620,3,2.05,39374,11457834
0,3,15.6,0,0,0,1366,768,1, geforce gtx 940mx,2,4,500GB HDD,500,0,0,0,3, geforce gtx 940mx,3,2.2,24988,7271508
10,0,13.3,1,1,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.37,74539,21690849
4,3,15.6,1,0,0,1366,768,1, hd graphics 620,2.4,6,1TB HDD,1024,0,0,0,2, hd graphics 620,3,2.3,23390,6806490
4,5,15.6,0,1,0,1920,1080,1, quadro m620,2.7,16,256GB SSD,0,256,0,0,3, quadro m620,3,2.17,105228,30621348
10,1,15.6,0,1,0,1920,1080,1, geforce gtx 1060,2.8,8,1TB HDD,1024,0,0,0,3, geforce gtx 1060,3,3.2,69211,20140401
4,4,15.6,0,0,0,1920,1080,1, uhd graphics 620,1.9,8,256GB SSD +  256GB SSD,0,256,0,0,2, uhd graphics 620,3,1.88,69157,20124687
10,3,15.6,0,1,0,1920,1080,1, radeon rx 550,1.8,8,256GB SSD,0,256,0,0,0, radeon rx 550,3,2.1,65511,19063701
7,5,15.6,0,1,0,1920,1080,1, hd graphics 620,2.9,8,512GB SSD,0,512,0,0,2, hd graphics 620,3,2.31,81732,23784012
0,3,15.6,0,0,0,1366,768,1, hd graphics 520,2,4,128GB SSD,0,128,0,0,2, hd graphics 520,3,2.1,23923,6961593
7,3,17.3,0,0,0,1920,1080,1, geforce 930mx,1.6,8,1TB HDD,1024,0,0,0,3, geforce 930mx,3,2.5,47739,13892049
4,3,15.6,0,0,0,1920,1080,1, radeon 530,1.6,8,2TB HDD,2048,0,0,0,0, radeon 530,3,2.02,40440,11768040
10,0,13.9,1,1,0,1920,1080,1, hd graphics 620,2.7,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.38,57489,16729299
10,3,14,0,0,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.65,71662,20853642
7,3,14,0,1,0,1366,768,1, uhd graphics 620,1.6,4,500GB HDD,500,0,0,0,2, uhd graphics 620,3,1.63,38468,11194188
0,3,15.6,0,0,0,1920,1080,1, geforce gtx 1050 ti,2.8,8,256GB SSD,0,256,0,0,3, geforce gtx 1050 ti,0,2.5,52161,15178851
10,3,15.6,0,1,0,1920,1080,1, hd graphics 630,2.7,8,256GB SSD,0,256,0,0,2, hd graphics 630,3,1.95,58448,17008368
4,4,15.6,0,0,0,1920,1080,1, radeon 530,1.6,8,1TB HDD,1024,0,0,0,0, radeon 530,3,0,35325,10279575
4,4,13.3,0,1,0,1920,1080,1, uhd graphics 620,1.6,8,256GB SSD,0,256,0,0,2, uhd graphics 620,3,1.21,86793,25256763
10,3,14,0,1,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.9,49977,14543307
0,0,13.3,1,1,0,1920,1080,1, hd graphics 520,2.3,8,256GB SSD,0,256,0,0,2, hd graphics 520,3,1.6,36710,10682610
4,3,17.3,0,0,0,1920,1080,1, radeon 530,1.8,16,256GB SSD +  2TB HDD,2048,256,0,0,0, radeon 530,3,2.8,74379,21644289
4,3,15.6,0,0,0,1920,1080,1, radeon 530,1.8,8,128GB SSD +  1TB HDD,1024,128,0,0,0, radeon 530,3,2.36,52161,15178851
7,1,17.3,0,1,0,1920,1080,1, geforce gtx 1060,2.8,12,1TB HDD,1024,0,0,0,3, geforce gtx 1060,3,3.78,90523,26342193
3,3,15.6,0,0,0,1920,1080,1, hd graphics,1.4,4,64GB Flash Storage,0,0,64,0,2, hd graphics,3,1.89,13053,3798423
7,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2.7,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.84,69477,20217807
4,3,15.6,0,0,0,1920,1080,1, radeon 530,1.8,8,128GB SSD +  2TB HDD,2048,128,0,0,0, radeon 530,3,2.2,52481,15271971
7,3,14,0,0,0,1920,1080,1, uhd graphics 620,1.8,8,512GB SSD,0,512,0,0,2, uhd graphics 620,3,1.63,57756,16806996
4,3,15.6,0,0,0,1920,1080,1, radeon r7 m445,2.7,16,256GB SSD,0,256,0,0,0, radeon r7 m445,0,2.36,47899,13938609
4,5,17.3,0,0,0,1920,1080,1, quadro m1200,2.9,16,256GB SSD,0,256,0,0,3, quadro m1200,3,3.42,153705,44728155
11,1,18.4,0,0,0,1920,1080,1, gtx 980 sli,2.9,32,512GB SSD +  1TB HDD,1024,512,0,0,3, gtx 980 sli,3,4.4,149131,43397121
4,0,11.6,1,0,0,1366,768,1, hd graphics 405,1.6,4,500GB HDD,500,0,0,0,2, hd graphics 405,3,1.47,25521,7426611
7,3,17.3,0,0,0,1920,1080,1, uhd graphics 620,1.6,8,256GB SSD,0,256,0,0,2, uhd graphics 620,3,2.5,49444,14388204
10,4,14,0,1,0,2560,1440,1, hd graphics 520,2.6,12,256GB SSD,0,256,0,0,2, hd graphics 520,3,1.4,98994,28807254
2,3,14,0,0,0,1366,768,0, radeon r2,1.5,2,32GB Flash Storage,0,0,32,0,0, radeon r2,3,1.65,10603,3085473
4,4,13.3,1,1,0,3840,2160,1, uhd graphics 620,1.8,8,256GB SSD,0,256,0,0,2, uhd graphics 620,3,1.21,103843,30218313
7,0,13.3,1,1,0,3840,2160,1, uhd graphics 620,1.8,8,512GB SSD,0,512,0,0,2, uhd graphics 620,3,1.29,106507,30993537
0,3,15.6,0,0,0,1366,768,1, hd graphics 520,2,4,1TB HDD,1024,0,0,0,2, hd graphics 520,0,2.1,20779,6046689
7,3,15.6,1,0,0,1366,768,1, hd graphics 620,2.5,8,1TB HDD,1024,0,0,0,2, hd graphics 620,3,2.04,29784,8667144
2,4,15.6,0,0,0,1920,1080,1, geforce 940mx,2.5,8,256GB SSD,0,256,0,0,3, geforce 940mx,3,1.7,52055,15148005
7,3,15.6,0,0,0,1920,1080,1, firepro w4190m ,2.5,8,500GB HDD,500,0,0,0,0, firepro w4190m ,3,1.9,61485,17892135
2,3,15.6,0,0,0,1920,1080,0, radeon r5 m430,2.5,4,128GB SSD +  1TB HDD,1024,128,0,0,0, radeon r5 m430,3,2.2,30636,8915076
11,1,17.3,0,0,0,1920,1080,1, geforce gtx 1060,2.8,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1060,3,2.7,75072,21845952
10,3,15.6,0,0,0,1920,1080,0, radeon r5 430,2.4,6,1TB HDD,1024,0,0,0,0, radeon r5 430,3,2.4,26587,7736817
4,3,17.3,0,1,0,1920,1080,1, geforce gtx 1060,2.7,8,1TB HDD,1024,0,0,0,3, geforce gtx 1060,3,4.42,109011,31722201
2,1,17.3,0,0,0,1920,1080,1, geforce gtx 1080,2.9,16,256GB SSD,0,256,0,0,3, geforce gtx 1080,3,3.6,159787,46498017
4,4,13.3,0,0,0,1920,1080,1, uhd graphics 620,1.8,8,256GB SSD,0,256,0,0,2, uhd graphics 620,3,0,77203,22466073
6,4,12.3,1,0,0,2400,1600,1, hd graphics 615,1.2,8,128GB SSD,0,128,0,0,2, hd graphics 615,2,1.1,67932,19768212
10,1,15.6,0,1,0,1920,1080,1, geforce gtx 1050 ti,2.8,16,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 1050 ti,3,2.5,62817,18279747
2,4,15.6,0,0,0,1920,1080,1, geforce 940mx,2.7,16,512GB SSD,0,512,0,0,3, geforce 940mx,3,1.63,78215,22760565
4,3,15.6,0,0,0,1366,768,1, radeon r7 m445,2.5,8,1TB HDD,1024,0,0,0,0, radeon r7 m445,3,2.36,34045,9907095
13,4,13.5,1,0,0,2256,1504,1, hd graphics 615,2.2,4,128GB SSD,0,128,0,0,2, hd graphics 615,3,1.25,52694,15333954
7,3,13.3,0,1,0,1920,1080,1, uhd graphics 620,1.6,4,500GB HDD,500,0,0,0,2, uhd graphics 620,3,1.49,35964,10465524
7,5,15.6,0,0,0,1920,1080,1, quadro m1200,2.8,8,256GB SSD,0,256,0,0,3, quadro m1200,3,2.6,92615,26950965
4,4,13.3,1,0,0,1920,1080,1, uhd graphics 620,1.6,8,256GB SSD,0,256,0,0,2, uhd graphics 620,3,1.42,98134,28556994
16,3,15.6,0,1,0,1920,1080,1, geforce 930m,2.5,16,512GB SSD,0,512,0,0,3, geforce 930m,3,2.4,74752,21752832
1,4,13.3,0,1,1,2560,1600,1, iris plus graphics 650,3.1,8,512GB SSD,0,512,0,0,2, iris plus graphics 650,1,1.37,108691,31629081
10,3,15.6,0,0,0,1920,1080,1, geforce 940mx,2.7,8,1TB HDD,1024,0,0,0,3, geforce 940mx,3,2.2,35112,10217592
0,3,15.6,0,0,0,1920,1080,1, geforce gtx 1050,2.8,8,1TB HDD,1024,0,0,0,3, geforce gtx 1050,0,2.4,41505,12077955
4,5,15.6,1,0,0,3840,2160,1, quadro m1200,2.8,8,256GB SSD,0,256,0,0,3, quadro m1200,3,1.78,144495,42048045
13,4,33.5,1,0,0,2256,1504,1, iris plus graphics 640,2.5,8,256GB SSD,0,256,0,0,2, iris plus graphics 640,3,1.25,95851,27892641
4,3,15.6,0,0,0,1920,1080,1, radeon r5 m430,2,4,1TB HDD,1024,0,0,0,0, radeon r5 m430,3,2.2,23923,6961593
0,3,15.6,0,0,0,1366,768,1, hd graphics,1.5,2,16GB SSD,0,16,0,0,2, hd graphics,2,2.19,10603,3085473
2,3,15.6,0,1,0,3840,2160,1, hd graphics 530,2.6,12,128GB SSD +  1TB HDD,1024,128,0,0,2, hd graphics 530,3,2.06,69211,20140401
10,4,14,0,1,0,2560,1440,1, hd graphics 620,2.7,16,1TB SSD,0,1024,0,0,2, hd graphics 620,3,1.13,139860,40699260
2,1,17.3,0,0,0,1920,1080,1, geforce gtx 1050,2.8,16,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 1050,3,2.9,74965,21814815
7,3,17.3,0,0,0,1600,900,1, hd graphics 520,2,8,256GB SSD,0,256,0,0,2, hd graphics 520,3,2.5,34094,9921354
4,3,14,0,0,0,1366,768,1, hd graphics 520,2.3,8,128GB SSD,0,128,0,0,2, hd graphics 520,3,1.79,39427,11473257
0,1,15.6,0,1,0,1920,1080,1, geforce gtx 1050,2.5,8,256GB SSD,0,256,0,0,3, geforce gtx 1050,3,2.5,45075,13116825
0,4,14,0,1,0,1920,1080,1, uhd graphics 620,1.8,8,256GB SSD,0,256,0,0,2, uhd graphics 620,3,1.6,47100,13706100
2,3,14,0,0,0,1366,768,1, hd graphics 620,2.4,4,128GB SSD,0,128,0,0,2, hd graphics 620,3,1.3,27120,7891920
7,3,15.6,0,0,0,1920,1080,1, hd graphics 520,2,4,500GB HDD,500,0,0,0,2, hd graphics 520,3,2.1,18595,5411145
10,3,15.6,0,0,0,1366,768,1, hd graphics 500,1.1,4,1TB HDD,1024,0,0,0,2, hd graphics 500,3,2.2,16304,4744464
2,1,17.3,0,0,0,1920,1080,1, geforce gtx 1050,2.8,8,1TB HDD,1024,0,0,0,3, geforce gtx 1050,3,3,63243,18403713
4,3,15.6,0,0,0,1920,1080,1, radeon 530,1.8,8,128GB SSD +  2TB HDD,2048,128,0,0,0, radeon 530,3,2.02,51730,15053430
0,3,15.6,0,0,0,1920,1080,1, geforce 940mx,2,4,1TB HDD,1024,0,0,0,3, geforce 940mx,3,2.23,28984,8434344
10,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,2.2,29251,8512041
0,2,11.6,0,0,0,1366,768,1, hd graphics 400,1.6,4,128GB SSD,0,128,0,0,2, hd graphics 400,3,1.4,23177,6744507
2,1,17.3,0,0,0,1920,1080,1, geforce gtx 1070,2.8,16,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 1070,3,2.9,113060,32900460
7,3,17.3,0,0,0,1600,900,1, hd graphics 520,2,8,1TB HDD,1024,0,0,0,2, hd graphics 520,3,2.54,26054,7581714
10,3,14,0,0,0,1920,1080,1, hd graphics 620,2.5,8,180GB SSD,0,180,0,0,2, hd graphics 620,3,1.7,72674,21148134
10,3,15.6,0,0,0,1366,768,1, hd graphics 500,1.1,4,1TB HDD,1024,0,0,0,2, hd graphics 500,3,2.2,17156,4992396
2,3,15.6,0,0,0,1920,1080,1, hd graphics 620,2.5,8,1TB HDD,1024,0,0,0,2, hd graphics 620,3,2.37,39907,11612937
2,1,17.3,0,0,0,1920,1080,1, geforce gtx 1050,2.8,16,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce gtx 1050,3,2.9,81465,23706315
4,3,15.6,0,1,0,1920,1080,1, geforce 940mx,1.8,8,256GB SSD +  1TB HDD,1024,256,0,0,3, geforce 940mx,3,2.16,60224,17525184
4,1,15.6,0,0,0,1920,1080,1, geforce gtx 1050,2.5,8,1TB HDD,1024,0,0,0,3, geforce gtx 1050,3,2.65,53227,15489057
16,3,13.3,0,1,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.05,89084,25923444
7,3,17.3,0,0,0,1920,1080,0, radeon 530,2.5,4,500GB HDD,500,0,0,0,0, radeon 530,3,2.71,23390,6806490
4,3,15.6,1,0,0,1366,768,1, hd graphics 620,2.5,8,2TB HDD,2048,0,0,0,2, hd graphics 620,3,2.36,29697,8641827
10,3,15.6,0,0,0,1366,768,1, geforce 940mx,2.5,8,2TB HDD,2048,0,0,0,3, geforce 940mx,3,2.2,29251,8512041
10,3,15.6,0,0,0,1920,1080,1, r17m-m1-70,2.5,8,128GB SSD +  1TB HDD,1024,128,0,0,0, r17m-m1-70,3,1.9,43317,12605247
4,3,14,0,0,0,1920,1080,1, hd graphics 620,2.6,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.36,76031,22125021
4,3,15.6,0,1,0,1920,1080,1, geforce 940mx,1.8,8,512GB SSD,0,512,0,0,3, geforce 940mx,3,2.16,67239,19566549
4,4,13.3,1,0,0,3200,1800,1, uhd graphics 620,1.8,16,512GB SSD,0,512,0,0,2, uhd graphics 620,3,1.2,99580,28977780
7,3,15.6,0,0,0,1366,768,1, hd graphics 620,2.7,8,1TB HDD,1024,0,0,0,2, hd graphics 620,3,2.05,31861,9271551
1,4,13.3,0,0,0,1440,900,1, hd graphics 6000,1.6,8,256GB Flash Storage,0,0,256,0,2, hd graphics 6000,1,1.35,53173,15473343
4,3,15.6,0,0,0,1366,768,1, hd graphics 620,2.4,4,1TB HDD,1024,0,0,0,2, hd graphics 620,3,2.18,31254,9094914
7,0,13.3,1,1,0,3840,2160,1, uhd graphics 620,1.6,8,256GB SSD,0,256,0,0,2, uhd graphics 620,3,1.29,79867,23241297
8,4,13,0,1,0,2160,1440,1, hd graphics 620,2.7,8,512GB SSD,0,512,0,0,2, hd graphics 620,3,1.05,79867,23241297
10,3,25.6,0,1,0,1920,1080,1, radeon rx 550,1.6,8,256GB SSD +  1TB HDD,1024,256,0,0,0, radeon rx 550,3,2.1,60979,17744889
0,3,15.6,0,0,0,1920,1080,1, geforce gtx 1050,2.8,8,256GB SSD,0,256,0,0,3, geforce gtx 1050,0,2.5,46833,13628403
2,0,13.3,1,1,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.27,49444,14388204
10,3,14,0,0,0,1366,768,1, hd graphics 500,1.1,4,64GB Flash Storage,0,0,64,0,2, hd graphics 500,3,1.44,13267,3860697
7,3,13.3,0,1,0,1920,1080,1, uhd graphics 620,1.6,4,128GB SSD,0,128,0,0,2, uhd graphics 620,3,1.49,38681,11256171
10,3,17.3,0,0,0,1600,900,1, geforce 940mx,2.7,6,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce 940mx,3,2.8,50563,14713833
7,3,15.6,0,0,0,1366,768,1, hd graphics 520,2,4,500GB HDD,500,0,0,0,2, hd graphics 520,3,1.86,23390,6806490
2,1,15.6,0,0,0,1920,1080,1, geforce gtx 1050 ti,2.8,8,128GB SSD +  1TB HDD,1024,128,0,0,3, geforce gtx 1050 ti,3,2.5,67399,19613109
4,3,15.6,0,0,0,1920,1080,1, radeon 530,1.8,16,256GB SSD +  2TB HDD,2048,256,0,0,0, radeon 530,0,2.02,55891,16264281
10,3,13.3,0,1,0,1920,1080,1, hd graphics 620,2.4,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,1.4,50563,14713833
7,3,14,0,0,0,1920,1080,1, uhd graphics 620,1.8,8,256GB SSD,0,256,0,0,2, uhd graphics 620,3,1.63,52641,15318531
4,3,15.6,0,0,0,1920,1080,1, radeon 530,1.6,8,128GB SSD +  1TB HDD,1024,128,0,0,0, radeon 530,3,2.33,44968,13085688
4,4,13.3,0,1,0,1920,1080,1, radeon 530,1.8,8,256GB SSD,0,256,0,0,0, radeon 530,3,1.4,49651,14448441
2,3,17.3,0,0,0,1920,1080,1, geforce 920mx,2,4,1TB HDD,1024,0,0,0,3, geforce 920mx,3,2,30050,8744550
4,3,15.6,0,0,0,1920,1080,1, radeon r5 m430,2.5,4,256GB SSD,0,256,0,0,0, radeon r5 m430,0,2.3,31909,9285519
2,3,14,0,0,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,2,50350,14651850
4,4,13.3,0,0,0,1920,1080,1, uhd graphics 620,1.6,8,256GB SSD,0,256,0,0,2, uhd graphics 620,3,1.23,74539,21690849
7,3,15.6,0,1,0,1920,1080,0, radeon 530,2.5,6,128GB SSD,0,128,0,0,0, radeon 530,3,1.91,30311,8820501
10,3,15.6,0,0,0,1366,768,1, hd graphics 500,1.1,4,1TB HDD,1024,0,0,0,2, hd graphics 500,3,1.9,13446,3912786
2,3,15.6,0,0,0,1920,1080,1, geforce 940mx,1.8,8,256GB SSD,0,256,0,0,3, geforce 940mx,3,1.7,59567,17333997
10,3,15.6,0,1,0,1920,1080,1, hd graphics 620,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 620,3,2.3,48538,14124558
0,3,15.6,0,0,0,1366,768,1, hd graphics 620,2.7,4,1TB HDD,1024,0,0,0,2, hd graphics 620,0,2.1,19554,5690214
4,3,15.6,0,0,0,1366,768,1, radeon r5 m420,2,4,1TB HDD,1024,0,0,0,0, radeon r5 m420,3,2.18,32922,9580302
0,3,15.6,1,1,0,1920,1080,1, hd graphics 620,2.4,6,1TB HDD,1024,0,0,0,2, hd graphics 620,3,2.1,25521,7426611
2,2,11.6,0,0,0,1366,768,1, hd graphics 500,1.1,4,64GB Flash Storage,0,0,64,0,2, hd graphics 500,3,1.2,18115,5271465
11,1,15.6,0,0,0,1920,1080,1, geforce gtx 1070,2.8,16,256GB SSD +  2TB HDD,2048,256,0,0,3, geforce gtx 1070,3,1.8,119427,34753257
4,3,13.3,0,0,0,1366,768,1, hd graphics 520,2,4,128GB SSD,0,128,0,0,2, hd graphics 520,3,1.65,36710,10682610
7,0,13.3,1,1,0,3840,2160,1, uhd graphics 620,1.8,16,1TB SSD,0,1024,0,0,2, uhd graphics 620,3,1.29,130483,37970553
0,0,11.6,1,1,0,1920,1080,1, hd graphics 500,2,4,32GB Flash Storage,0,0,32,0,2, hd graphics 500,3,1.25,18595,5411145
10,0,13.9,1,1,0,3840,2160,1, uhd graphics 620,1.8,16,512GB SSD,0,512,0,0,2, uhd graphics 620,3,1.4,98515,28667865
7,3,15.6,0,0,0,1366,768,1, radeon 520,2.5,8,256GB SSD,0,256,0,0,0, radeon 520,3,1.91,32980,9597180
10,3,15.6,0,0,0,1920,1080,1, geforce 940mx,2.5,8,256GB SSD,0,256,0,0,3, geforce 940mx,3,2.2,33513,9752283
7,4,14,0,0,0,1920,1080,1, hd graphics 520,2.5,8,256GB SSD,0,256,0,0,2, hd graphics 520,3,1.43,79920,23256720
7,3,17.3,0,0,0,1920,1080,1, geforce 930mx ,1.8,16,512GB SSD,0,512,0,0,3, geforce 930mx ,3,2.5,67719,19706229
10,3,13.3,0,0,0,1366,768,1, hd graphics 510,1.6,4,16GB Flash Storage,0,0,16,0,2, hd graphics 510,2,1.45,24503,7130373
